protein	priority	correlation	p_value	index_in_Model	ratio	slope	prot_abun(max_production)	ref_abun(paxdb)	abun_fold	homolougous_gene	metabolic/secretoy	complex/not	Entry	Entry name	Protein names	Length	Mass	Cross-reference (PaxDb)	Subcellular location [CC]	Function [CC]
YHR018C	-0.5	-1	0	505	0.77387569627965	-10374.1223953084	1.4711427382368e-07	3.51299602424503e-06	0.0418771535203475		metabolic		P04076	ARG4	Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase)	463	51,989	P04076;	NaN	NaN
YHR019C	0	0.813186813186813	0.00123885867187349	506	1.01922345307207	4537.63530277031	4.48180537374102e-06	3.67572336051796e-06	1.21929887920332		metabolic		P38707	DED81	Asparagine--tRNA ligase, cytoplasmic (EC 6.1.1.22) (Asparaginyl-tRNA synthetase) (AsnRS)	554	62,207	P38707;	SUBCELLULAR LOCATION: Cytoplasm.	NaN
YHR020W	-0.5	-1	0	507	0.865219035404841	-5210.37233950842	5.4727159238085e-07	4.40321027562048e-06	0.124289224934581		metabolic		P38708	YHR020W	Putative proline--tRNA ligase YHR020W (EC 6.1.1.15) (Prolyl-tRNA synthetase) (ProRS)	688	77,386	P38708;	NaN	NaN
YHR025W	-0.5	-1	0	508	0.85781189447608	-928.117641197029	2.89536890790846e-06	8.02150045863035e-06	0.360951036884045		metabolic		P17423	THR1	Homoserine kinase (HK) (HSK) (EC 2.7.1.39)	357	38,712	P17423;	NaN	FUNCTION: Catalyzes the ATP-dependent phosphorylation of L-homoserine to L-homoserine phosphate. {ECO:0000250}.
YHR042W	-0.5	-1	0	512	0.708333473077034	-755.946872198046	1.43141099776123e-06	4.2117663505935e-06	0.339860020383021		metabolic		P16603	NCP1	NADPH--cytochrome P450 reductase (CPR) (P450R) (EC 1.6.2.4)	691	76,772	P16603;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000255|HAMAP-Rule:MF_03212, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:9468503}; Single-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_03212, ECO:0000305|PubMed:11485306, ECO:0000305|PubMed:9468503}; Cytoplasmic side {ECO:0000255|HAMAP-Rule:MF_03212, ECO:0000305|PubMed:11485306, ECO:0000305|PubMed:9468503}. Mitochondrion outer membrane {ECO:0000255|HAMAP-Rule:MF_03212, ECO:0000269|PubMed:14576278, ECO:0000269|PubMed:16407407}; Single-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_03212, ECO:0000305|PubMed:11485306, ECO:0000305|PubMed:9468503}; Cytoplasmic side {ECO:0000255|HAMAP-Rule:MF_03212, ECO:0000305|PubMed:11485306, ECO:0000305|PubMed:9468503}. Cell membrane {ECO:0000255|HAMAP-Rule:MF_03212, ECO:0000269|PubMed:9368374}; Single-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_03212, ECO:0000305|PubMed:11485306, ECO:0000305|PubMed:9468503}; Cytoplasmic side {ECO:0000255|HAMAP-Rule:MF_03212, ECO:0000305|PubMed:11485306, ECO:0000305|PubMed:9468503}.	FUNCTION: This enzyme is required for electron transfer from NADP to cytochrome P450 in microsomes. It can also provide electron transfer to heme oxygenase and cytochrome B5. Involved in ergosterol biosynthesis. Has NADPH-dependent ferrireductase activity on the plasma membrane. {ECO:0000255|HAMAP-Rule:MF_03212, ECO:0000269|PubMed:11485306, ECO:0000269|PubMed:1730736, ECO:0000269|PubMed:9368374, ECO:0000269|PubMed:9468503}.
YHR051W	-2	-1	0	516	0.808800305001035	-571.81841574647	3.29600704853371e-06	2.9578086416668e-06	1.11434086779743		metabolic	Mitochondrial respiratory chain complex IV, COX5B variant	P00427	COX6	Cytochrome c oxidase subunit 6, mitochondrial (Cytochrome c oxidase polypeptide VI)	148	17,342	P00427;	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:30598554}; Peripheral membrane protein {ECO:0000269|PubMed:30598554}; Matrix side {ECO:0000269|PubMed:30598554}.	FUNCTION: Component of the cytochrome c oxidase, the last enzyme in the mitochondrial electron transport chain which drives oxidative phosphorylation. The respiratory chain contains 3 multisubunit complexes succinate dehydrogenase (complex II, CII), ubiquinol-cytochrome c oxidoreductase (cytochrome b-c1 complex, complex III, CIII) and cytochrome c oxidase (complex IV, CIV), that cooperate to transfer electrons derived from NADH and succinate to molecular oxygen, creating an electrochemical gradient over the inner membrane that drives transmembrane transport and the ATP synthase. Cytochrome c oxidase is the component of the respiratory chain that catalyzes the reduction of oxygen to water. Electrons originating from reduced cytochrome c in the intermembrane space (IMS) are transferred via the dinuclear copper A center (CU(A)) of COX2 and heme A of COX1 to the active site in COX1, a binuclear center (BNC) formed by heme A3 and copper B (CU(B)). The BNC reduces molecular oxygen to 2 water molecules using 4 electrons from cytochrome c in the IMS and 4 protons from the mitochondrial matrix (Probable). COX6 may stabilize the region of CIV at the interface with CIII, supporting a role in formation or stability of the CIII(2)IV(2) SC (PubMed:30598554). {ECO:0000269|PubMed:30598554, ECO:0000305|PubMed:30598554}.
YHR072W	-0.5	-1	0	520	0.708333473077034	-63637.8210797399	1.70035781902655e-08	7.25572475852244e-07	0.0234347067400723		metabolic		P38604	ERG7	Lanosterol synthase (EC 5.4.99.7) (2,3-epoxysqualene--lanosterol cyclase) (Oxidosqualene--lanosterol cyclase) (OSC)	731	83,460	P38604;	SUBCELLULAR LOCATION: Lipid droplet. Endoplasmic reticulum membrane; Peripheral membrane protein. Note=Predominantly in lipid particles.	FUNCTION: Catalyzes the cyclization of (S)-2,3 oxidosqualene to lanosterol, a reaction that forms the sterol nucleus.
YHR074W	-0.5	-1	0	521	0.708333333333334	-159707.402270989	6.77532742945656e-09	3.64700677176392e-07	0.0185777758404863		metabolic		P38795	QNS1	Glutamine-dependent NAD(+) synthetase (EC 6.3.5.1) (NAD(+) synthase [glutamine-hydrolyzing])	714	80,686	P38795;	NaN	NaN
YHR079C	-1	-1	0	522	0.869981365709186	-7546.90200213762	3.68206757010771e-07	3.57042920175313e-08	10.3126749251876		metabolic		P32361	IRE1	Serine/threonine-protein kinase/endoribonuclease IRE1 (Endoplasmic reticulum-to-nucleus signaling 1) [Includes: Serine/threonine-protein kinase (EC 2.7.11.1); Endoribonuclease (EC 3.1.26.-)]	1115	126,976	P32361;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Single-pass type I membrane protein.	FUNCTION: Senses unfolded proteins in the lumen of the endoplasmic reticulum via its N-terminal domain which leads to enzyme auto-activation. The active endoribonuclease domain splices HAC1 precursor mRNA to produce the mature form which then induces transcription of UPR target genes. {ECO:0000269|PubMed:8663458, ECO:0000269|PubMed:8670804, ECO:0000269|PubMed:9323131}.
YHR094C	-0.5	-1	0	525	0.821540636069811	-114.637640258747	1.78884141454484e-05	1.82828948400763e-06	9.7842351016737	YDR343C	metabolic		P32465	HXT1	Low-affinity glucose transporter HXT1	570	63,261	P32465;	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.	FUNCTION: Low-affinity glucose transporter. HXT1 is as well involved in the transport of mannose.
YHR123W	-0.5	-1	0	533	0.703497302381317	-10265967.745728	1.03004059970342e-10	2.71850373538308e-07	0.000378899828717092	YNL130C	metabolic		P22140	EPT1	Choline/ethanolaminephosphotransferase 1 (ETHPT) (Ethanolaminephosphotransferase 1) (EC 2.7.8.1) (EC 2.7.8.2) (Aminoalcohol phosphotransferase EPT1)	391	44,560	P22140;	SUBCELLULAR LOCATION: Golgi apparatus membrane; Multi-pass membrane protein.	FUNCTION: Catalyzes the final step in the CDP-ethanolamine route leading to phosphatidylethanolamine (PE). Can also catalyze the formation of phosphatidylcholine (PC) from CDP-choline, but does not substantially contribute to PC biosynthesis. Preferentially uses CDP-dimethylethanolamine and CDP-propanolamine as aminoalcohol substrates. Shows highest activity toward di-unsaturated diacylglycerol species as lipid substrates. The CDP-ethanolamine pathway may play a role in maintaining the proper PE species distribution. {ECO:0000269|PubMed:15225629, ECO:0000269|PubMed:1847919, ECO:0000269|PubMed:2848840, ECO:0000269|PubMed:7961445, ECO:0000269|PubMed:7961735}.
YHR137W	0	0.813186813186813	0.00123885867187349	535	1.01575180093516	675832.871271053	3.66842452227828e-08	1.18695233516726e-06	0.030906249674814		metabolic		P38840	ARO9	Aromatic amino acid aminotransferase 2 (EC 2.6.1.57) (Aromatic amino acid aminotransferase II) (Aromatic amino acid-requiring protein 9) (Kynurenine aminotransferase I) (KAT I) (EC 2.6.1.7)	513	58,528	P38840;	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}.	FUNCTION: General aromatic amino acid transaminase involved in several otherwise unrelated metabolic pathways. Mainly involved in tryptophan degradation. Active with phenylalanine, tyrosine and tryptophan as amino donors and with phenylpyruvate, hydroxyphenylpyruvate and pyruvate as amino acceptors. Does not accept glutamate or 2-oxoglutarate as substrates. Also active with methionine, leucine, glutamine and kynurenine. Catalyzes the formation of methionine from 2-keto-4-methylthiobutyrate (KMTB) in the methionine salvage pathway primarily using aromatic amino acids (tyrosine, phenylalanine and tryptophan) as the amino donors. Catalyzes the irreversible transamination of the L-tryptophan metabolite L-kynurenine to form kynurenic acid (KA) with pyruvate as amino acceptor. {ECO:0000269|PubMed:18625006, ECO:0000269|PubMed:6763508, ECO:0000269|PubMed:9491082, ECO:0000269|PubMed:9491083}.
YHR144C	-0.5	-1	0	536	0.708333333333333	-2966144.52720348	3.64806884280204e-10	1.20609672766996e-07	0.0030246901091007		metabolic		P06773	DCD1	Deoxycytidylate deaminase (EC 3.5.4.12) (dCMP deaminase)	312	35,646	P06773;	NaN	FUNCTION: Supplies the nucleotide substrate for thymidylate synthetase.
YHR162W	-2	-1	0	537	0.801014976481653	-75.2935751478842	2.38265395723993e-05	5.11155279822029e-07	46.6131144741282	YGR243W	metabolic	Mitochondrial pyruvate carrier, fermentative isoform	P38857	MPC2	Mitochondrial pyruvate carrier 2 (MPC2)	129	14,555	P38857;	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:14562095}. Mitochondrion inner membrane {ECO:0000269|PubMed:22628558}; Multi-pass membrane protein {ECO:0000255}.	FUNCTION: Mediates the uptake of pyruvate into mitochondria. {ECO:0000269|PubMed:22628554, ECO:0000269|PubMed:22628558}.
YHR163W	-0.5	-1	0	538	0.799070703201333	-7329.29559885321	2.41765876604165e-07	1.09123037265377e-06	0.221553470891955	YGR248W	metabolic		P38858	SOL3	6-phosphogluconolactonase 3 (6PGL) (EC 3.1.1.31)	249	27,784	P38858;	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.	FUNCTION: Hydrolysis of 6-phosphogluconolactone to 6-phosphogluconate. {ECO:0000269|PubMed:15454531}.
YHR174W	-0.5	-1	0	539	0.808412688828874	-32.6800936319404	5.7522824258272e-05	0.000153135995629079	0.375632286987587	YGR254W	metabolic		P00925	ENO2	Enolase 2 (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase 2) (2-phosphoglycerate dehydratase 2)	437	46,914	P00925;	SUBCELLULAR LOCATION: Cytoplasm.	NaN
YHR183W	-0.5	-1	0	540	0.799070703201333	-471.486830130743	3.75826738332525e-06	3.05831670230596e-05	0.122886795225999	YGR256W	metabolic		P38720	GND1	6-phosphogluconate dehydrogenase, decarboxylating 1 (EC 1.1.1.44)	489	53,543	P38720;	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}.	FUNCTION: Catalyzes the oxidative decarboxylation of 6-phosphogluconate to ribulose 5-phosphate and CO(2), with concomitant reduction of NADP to NADPH. {ECO:0000269|PubMed:17570834}.
YHR190W	-0.5	-1	0	541	0.708333473077035	-853.989294715516	1.26707755387958e-06	1.99101682028056e-06	0.636397212204883		metabolic		P29704	ERG9	Squalene synthase (SQS) (SS) (EC 2.5.1.21) (FPP:FPP farnesyltransferase) (Farnesyl-diphosphate farnesyltransferase)	444	51,720	P29704;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:1807826}; Multi-pass membrane protein {ECO:0000255}. Microsome {ECO:0000305|PubMed:2068081}.	FUNCTION: Catalyzes the condensation of 2 two farnesyl pyrophosphate moieties to form squalene. It is the first committed enzyme of the sterol biosynthesis pathway. Required for the biosynthesis of ergosterol. May also have a regulatory role regulating the flux of isoprene intermediates through the sterol pathway. Squalene synthase is crucial for balancing the incorporation of farnesyl diphosphate (FPP) into sterol and nonsterol isoprene synthesis. ERG9 is also essential for cell growth in yeast. {ECO:0000269|PubMed:1807826, ECO:0000269|PubMed:2068081, ECO:0000269|PubMed:8323279}.
YHR208W	-0.5	-1	0	543	0.852743670926416	-830.40111371512	3.11192110267904e-06	9.60091284010291e-06	0.324127627706459	YJR148W	metabolic		P38891	BAT1	Branched-chain-amino-acid aminotransferase, mitochondrial (BCAT) (EC 2.6.1.42) (Protein ECA39) (Protein TWT1)	393	43,596	P38891;	SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:21267457}.	FUNCTION: Involved in the biosynthesis of the branched chain amino acids leucine, isoleucine, and valine. Catalyzes the formation of methionine from 2-keto-4-methylthiobutyrate (KMTB) in the methionine salvage pathway primarily using branched chain amino acids (leucine, isoleucine, and valine) as the amino donors. Appears to be involved in the regulation of the transition from G1 to S phase in the cell cycle. High copy suppressor of a temperature-sensitive mutation in the ABC transporter, ATM1. {ECO:0000269|PubMed:18625006, ECO:0000269|PubMed:21267457}.
YIL020C	-0.5	-1	0	551	0.906783861883192	-45904.8367107883	9.45065835052818e-08	7.600323823571e-07	0.124345469613001		metabolic		P40545	HIS6	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase (EC 5.3.1.16) (5-proFAR isomerase) (Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase)	261	29,557	P40545;	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.	FUNCTION: Catalyzes the isomerization of the aminoaldose moiety of ProFAR to the aminoketose of PRFAR.
YIL074C	-0.5	-1	0	557	0.862330999161584	-138585.592499272	2.01421162038611e-08	9.54347966259482e-07	0.0211056311911127	YER081W	metabolic		P40510	SER33	D-3-phosphoglycerate dehydrogenase 2 (3-PGDH 2) (EC 1.1.1.95) (2-oxoglutarate reductase) (EC 1.1.1.399)	469	51,188	P40510;	NaN	FUNCTION: Catalyzes the reversible oxidation of 3-phospho-D-glycerate to 3-phosphonooxypyruvate, the first step of the phosphorylated L-serine biosynthesis pathway. Also catalyzes the reversible oxidation of 2-hydroxyglutarate to 2-oxoglutarate. {ECO:0000269|PubMed:26774271}.
YIL078W	-0.5	-1	0	558	0.876300235748199	-962.777615613582	3.27542357377205e-06	8.05978924363574e-06	0.406390722481786		metabolic		P04801	THS1	Threonine--tRNA ligase, cytoplasmic (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS)	734	84,520	P04801;	SUBCELLULAR LOCATION: Cytoplasm.	NaN
YIL094C	-0.5	-1	0	560	0.789463560562831	-447.753054056526	3.73063641361716e-06	3.28326331421266e-06	1.13625867211682		metabolic		P40495	LYS12	Homoisocitrate dehydrogenase, mitochondrial (HIcDH) (EC 1.1.1.87)	371	40,069	P40495;	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278}.	FUNCTION: Catalyzes the NAD(+)-dependent conversion of homoisocitrate to alpha-ketoadipate. {ECO:0000269|PubMed:4284830}.
YIL111W	-2	-1	0	563	0.808800305001035	-571.81841574647	3.29600704853371e-06	2.68021495037768e-07	12.2975474339073	YNL052W	metabolic	Mitochondrial respiratory chain complex IV, COX5B variant	P00425	COX5B	Cytochrome c oxidase subunit 5B, mitochondrial (Cytochrome c oxidase polypeptide Vb)	151	17,197	P00425;	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:2986105}; Single-pass membrane protein {ECO:0000250|UniProtKB:P00424}.	FUNCTION: Component of the cytochrome c oxidase, the last enzyme in the mitochondrial electron transport chain which drives oxidative phosphorylation. The respiratory chain contains 3 multisubunit complexes succinate dehydrogenase (complex II, CII), ubiquinol-cytochrome c oxidoreductase (cytochrome b-c1 complex, complex III, CIII) and cytochrome c oxidase (complex IV, CIV), that cooperate to transfer electrons derived from NADH and succinate to molecular oxygen, creating an electrochemical gradient over the inner membrane that drives transmembrane transport and the ATP synthase. Cytochrome c oxidase is the component of the respiratory chain that catalyzes the reduction of oxygen to water. Electrons originating from reduced cytochrome c in the intermembrane space (IMS) are transferred via the dinuclear copper A center (CU(A)) of COX2 and heme A of COX1 to the active site in COX1, a binuclear center (BNC) formed by heme A3 and copper B (CU(B)). The BNC reduces molecular oxygen to 2 water molecules using 4 electrons from cytochrome c in the IMS and 4 protons from the mitochondrial matrix. {ECO:0000250|UniProtKB:P00424}.
YIL116W	-0.5	-1	0	564	0.906783861883192	-3295.77696175402	1.31632368763073e-06	1.06251378389972e-06	1.23887681042541		metabolic		P07172	HIS5	Histidinol-phosphate aminotransferase (EC 2.6.1.9) (Imidazole acetol-phosphate transaminase)	385	42,646	P07172;	NaN	NaN
YIR034C	-0.5	-1	0	578	0.789463560562831	-846.18210092907	1.97404772086001e-06	8.47139368244374e-06	0.233025142598562		metabolic		P38998	LYS1	Saccharopine dehydrogenase [NAD(+), L-lysine-forming] (SDH) (EC 1.5.1.7) (Lysine--2-oxoglutarate reductase)	373	41,465	P38998;	SUBCELLULAR LOCATION: Peroxisome {ECO:0000269|PubMed:10077615, ECO:0000269|PubMed:26928762, ECO:0000269|PubMed:28928432}.	FUNCTION: Catalyzes the NAD(+)-dependent cleavage of saccharopine to L-lysine and 2-oxoglutarate, the final step in the alpha-aminoadipate (AAA) pathway for lysin biosynthesis. {ECO:0000269|PubMed:17002315, ECO:0000269|PubMed:4287986}.
YJL062W	-0.5	-1	0	589	0.700604088497947	-26327.4011811213	3.96190720266774e-08	1.42625724145098e-07	0.277783494276051		Secretory		P40367	LAS21	GPI ethanolamine phosphate transferase 2 (EC 2.-.-.-) (Glycosylphosphatidylinositol-anchor biosynthesis protein 7) (Local anestheticum-sensitive protein 21)	830	94,851	P40367;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:10329735, ECO:0000269|PubMed:14562095}; Multi-pass membrane protein {ECO:0000269|PubMed:10329735, ECO:0000269|PubMed:14562095}.	FUNCTION: Ethanolamine phosphate transferase involved in glycosylphosphatidylinositol-anchor biosynthesis. Transfers ethanolamine phosphate to the GPI second mannose. Although not essential, addition of ethanolamine phosphate to the second mannose plays an important role in cell separation via the GPI-based modification of daughter-specific proteins. {ECO:0000269|PubMed:10329735, ECO:0000269|PubMed:14985347, ECO:0000269|PubMed:15452134}.
YJL088W	-0.5	-1	0	592	0.77387569627965	-9834.47813125181	1.55186829679747e-07	2.23989392281563e-06	0.069283115641776		metabolic	Ornithine carbamoyltransferase arginase complex	P05150	ARG3	Ornithine carbamoyltransferase (EC 2.1.3.3) (Ornithine transcarbamylase) (OTCase)	338	37,845	P05150;	SUBCELLULAR LOCATION: Cytoplasm.	NaN
YJL091C	-0.5	-1	0	593	0.703497302381317	-10265967.745728	1.03004059970342e-10	1.56026798896986e-07	0.000660169026721804		metabolic		P47026	GWT1	GPI-anchored wall transfer protein 1 (EC 2.3.-.-)	490	55,466	P47026;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:12714589, ECO:0000269|PubMed:14562095}; Multi-pass membrane protein {ECO:0000269|PubMed:12714589, ECO:0000269|PubMed:14562095}.	FUNCTION: Probable acetyltransferase, which acetylates the inositol ring of phosphatidylinositol during biosynthesis of GPI-anchor. Acetylation during GPI-anchor biosynthesis is not essential for the subsequent mannosylation and is usually removed soon after the attachment of GPIs to proteins. {ECO:0000269|PubMed:12714589, ECO:0000269|PubMed:12753194}.
YJL097W	-0.5	-1	0	594	0.703497302381317	-4113278.25951386	2.57078731517558e-10	5.70502896580392e-07	0.000450617749810726		metabolic		P40857	PHS1	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase PHS1 (EC 4.2.1.134) (3-hydroxyacyl-CoA dehydratase PHS1) (HACD) (PTPLA homolog involved in sphingolipid biosynthesis protein 1)	217	24,511	P40857;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:18272525}; Multi-pass membrane protein {ECO:0000255}. Vacuole membrane {ECO:0000269|PubMed:14562095}; Multi-pass membrane protein {ECO:0000255}.	FUNCTION: Catalyzes the third of the four reactions of the long-chain fatty acids elongation cycle. This endoplasmic reticulum-bound enzymatic process, allows the addition of two carbons to the chain of long- and very long-chain fatty acids/VLCFAs per cycle. This enzyme catalyzes the dehydration of the 3-hydroxyacyl-CoA intermediate into trans-2,3-enoyl-CoA, within each cycle of fatty acid elongation. Thereby, it participates in the production of VLCFAs of different chain lengths that are involved in multiple biological processes as precursors of membrane lipids and lipid mediators. {ECO:0000269|PubMed:17719544, ECO:0000269|PubMed:18272525, ECO:0000269|PubMed:23416297}.
YJL121C	-0.5	-1	0	597	0.794622239080107	-11526.7792768404	1.49567728001161e-07	1.90486705401842e-06	0.078518722703319		metabolic		P46969	RPE1	Ribulose-phosphate 3-epimerase (EC 5.1.3.1) (Pentose-5-phosphate 3-epimerase) (PPE) (RPE)	238	25,967	P46969;	SUBCELLULAR LOCATION: Cytoplasm.	FUNCTION: Catalyzes the reversible epimerization of D-ribulose 5-phosphate to D-xylulose 5-phosphate (By similarity). Involved in the protective response to oxidative stress. {ECO:0000250|UniProtKB:Q96AT9, ECO:0000269|PubMed:8879247}.
YJL130C	-0.5	-1	0	600	0.708840633806404	-663.42917512147	1.6350462106288e-06	8.30866634617081e-06	0.196788045458383		metabolic		P07259	URA2	Protein URA2 [Includes: Glutamine-dependent carbamoyl-phosphate synthase (EC 6.3.5.5); Aspartate carbamoyltransferase (EC 2.1.3.2)]	2214	245,041	P07259;	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:11015727, ECO:0000269|PubMed:14562095}.	FUNCTION: This protein is a 'fusion' protein encoding three enzymatic activities of the pyrimidine pathway (GATase, CPSase, and ATCase).
YJL133W	-0.5	-1	0	601	0.708333333333334	-210507160.423376	5.14029993619981e-12	1.05294158764837e-07	4.88184719503774e-05	YKR052C	metabolic		P10566	MRS3	Mitochondrial RNA-splicing protein MRS3	314	34,502	P10566;	SUBCELLULAR LOCATION: Mitochondrion inner membrane; Multi-pass membrane protein.	FUNCTION: MRS3 suppresses a mitochondrial splice defect in the first intron of the COB gene. It may act as a carrier, exerting its suppressor activity via modulation of solute concentrations in the mitochondrion (possibly of cations).
YJL166W	-2	-1	0	607	0.808800305001035	-263.852765737376	7.14306527549414e-06	7.78219555234663e-07	9.17872755502814		metabolic	Mitochondrial respiratory chain complex III	P08525	QCR8	Cytochrome b-c1 complex subunit 8, mitochondrial (Complex III subunit 8) (Complex III subunit VII) (Ubiquinol-cytochrome c oxidoreductase subunit 8) (Ubiquinol-cytochrome c reductase complex 11 kDa protein) (Ubiquinone-binding protein QP-C)	94	10,975	P08525;	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:18390544, ECO:0000269|PubMed:30598554}; Single-pass membrane protein {ECO:0000269|PubMed:18390544, ECO:0000269|PubMed:30598554}.	FUNCTION: Component of the ubiquinol-cytochrome c oxidoreductase, a multisubunit transmembrane complex that is part of the mitochondrial electron transport chain which drives oxidative phosphorylation. The respiratory chain contains 3 multisubunit complexes succinate dehydrogenase (complex II, CII), ubiquinol-cytochrome c oxidoreductase (cytochrome b-c1 complex, complex III, CIII) and cytochrome c oxidase (complex IV, CIV), that cooperate to transfer electrons derived from NADH and succinate to molecular oxygen, creating an electrochemical gradient over the inner membrane that drives transmembrane transport and the ATP synthase. The cytochrome b-c1 complex catalyzes electron transfer from ubiquinol to cytochrome c, linking this redox reaction to translocation of protons across the mitochondrial inner membrane, with protons being carried across the membrane as hydrogens on the quinol. In the process called Q cycle, 2 protons are consumed from the matrix, 4 protons are released into the intermembrane space and 2 electrons are passed to cytochrome c. {ECO:0000305|PubMed:11880631}.
YJL167W	-0.5	-1	0	608	0.708333473075161	-261.760977124742	4.13381199315331e-06	3.28326331421266e-06	1.25905588359568		metabolic		P08524	ERG20	Farnesyl pyrophosphate synthase (FPP synthase) (FPS) (EC 2.5.1.10) ((2E,6E)-farnesyl diphosphate synthase) (Dimethylallyltranstransferase) (EC 2.5.1.1) (Farnesyl diphosphate synthase) (Geranyltranstransferase)	352	40,483	P08524;	SUBCELLULAR LOCATION: Cytoplasm.	FUNCTION: Catalyzes the sequential condensation of isopentenyl pyrophosphate with the allylic pyrophosphates, dimethylallyl pyrophosphate, and then with the resultant geranylpyrophosphate to the ultimate product farnesyl pyrophosphate.
YJR013W	-0.5	-1	0	622	0.703497302381317	-10265967.745728	1.03004059970342e-10	1.05294158764837e-07	0.000978250466869582		metabolic	Glycosylphosphatidylinositol-mannosyltransferase I complex	P47088	GPI14	GPI mannosyltransferase 1 (EC 2.4.1.-) (GPI mannosyltransferase I) (GPI-MT-I) (Glycosylphosphatidylinositol-anchor biosynthesis protein 14)	403	47,166	P47088;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:14562095}; Multi-pass membrane protein {ECO:0000269|PubMed:14562095}.	FUNCTION: Mannosyltransferase involved in glycosylphosphatidylinositol-anchor biosynthesis. Transfers the first alpha-1,4-mannose to GlcN-acyl-PI during GPI precursor assembly. Required for cell wall integrity. {ECO:0000269|PubMed:16134120}.
YJR016C	-0.5	-1	0	623	0.827875013293155	-501.789390894907	4.27287165168544e-06	1.86083495126222e-05	0.229621205727414		metabolic		P39522	ILV3	Dihydroxy-acid dehydratase, mitochondrial (DAD) (EC 4.2.1.9) (2,3-dihydroxy acid hydrolyase)	585	62,861	P39522;	SUBCELLULAR LOCATION: Mitochondrion.	NaN
YJR019C	-2.5	-1	0	624	0.708405132931379	-42874.2841350621	2.52468741677529e-08	4.6616595744069e-08	0.541585539758447		metabolic		P41903	TES1	Peroxisomal acyl-coenzyme A thioester hydrolase 1 (EC 3.1.2.2) (Peroxisomal long-chain acyl-CoA thioesterase 1)	349	40,260	P41903;	SUBCELLULAR LOCATION: Peroxisome {ECO:0000269|PubMed:10092594}.	FUNCTION: Acyl-coenzyme A (acyl-CoA) thioesterases are a group of enzymes that catalyze the hydrolysis of acyl-CoAs to the free fatty acid and coenzyme A (CoASH), providing the potential to regulate intracellular levels of acyl-CoAs, free fatty acids and CoASH. Contributes to growth on fatty acids. {ECO:0000269|PubMed:10092594}.
YJR048W	-2	-1	0	628	0.808800305001035	-180.544541725575	1.04390723240278e-05	1.234813316424e-06	8.45396804940459	YEL039C	metabolic		P00044	CYC1	Cytochrome c isoform 1 (Iso-1-cytochrome c) (Cytochrome c aerobic isoform)	109	12,182	P00044;	SUBCELLULAR LOCATION: Mitochondrion intermembrane space {ECO:0000269|PubMed:22984289, ECO:0000269|PubMed:9866716}.	FUNCTION: Electron carrier protein. The oxidized form of the cytochrome c heme group can accept an electron from the heme group of the cytochrome c1 subunit of ubiquinol-cytochrome c oxidoreductase. Cytochrome c then transfers this electron to the dinuclear copper A center (CU(A)) of the COX2 subunit of cytochrome oxidase, the final protein carrier in the mitochondrial electron-transport chain. Isoform 1 (CYC1) is the predominant cytochrome c during aerobic/normoxic growth. {ECO:0000269|PubMed:7814361, ECO:0000269|PubMed:7851399, ECO:0000269|PubMed:9169434}.
