protein	priority	correlation	p_value	index_in_Model	ratio	slope	prot_abun(max_production)	ref_abun(paxdb)	abun_fold	homolougous_gene	metabolic/secretoy	complex/not	Entry	Entry name	Protein names	Length	Mass	Cross-reference (PaxDb)	Subcellular location [CC]	Function [CC]
YDL045C	-0.5	-1	0	159	0.708333333333333	-312766.065178524	8.14176224612069e-09	2.44091004409396e-08	0.333554375173331		metabolic		P38913	FAD1	FAD synthase (EC 2.7.7.2) (FAD pyrophosphorylase) (FMN adenylyltransferase) (Flavin adenine dinucleotide synthase)	306	35,546	P38913;	SUBCELLULAR LOCATION: Cytoplasm.	FUNCTION: Catalyzes the adenylation of flavin mononucleotide (FMN) to form flavin adenine dinucleotide (FAD) coenzyme.
YDL055C	-0.5	-1	0	161	0.708761979722602	-6974.90858060376	3.65818254540186e-07	3.20572852457673e-05	0.0114113921916856		metabolic		P41940	PSA1	Mannose-1-phosphate guanyltransferase (EC 2.7.7.13) (ATP-mannose-1-phosphate guanylyltransferase) (GDP-mannose pyrophosphorylase) (NDP-hexose pyrophosphorylase)	361	39,566	P41940;	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:9195935}.	FUNCTION: Involved in cell wall synthesis where it is required for glycosylation. Involved in cell cycle progression through cell-size checkpoint. {ECO:0000269|PubMed:11055399}.
YDL066W	-0.5	-1	0	162	0.910609093565099	-6234.22396040521	1.68327251114965e-06	4.28834392060429e-06	0.392522741252631		metabolic		P21954	IDP1	Isocitrate dehydrogenase [NADP], mitochondrial (IDH) (EC 1.1.1.42) (IDP) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)	428	48,190	P21954;	SUBCELLULAR LOCATION: Mitochondrion.	FUNCTION: Mitochondrial IDP1 may regulate flux through the tricarboxylic acid cycle and respiration. Its probably critical function is the production of NADPH.
YDL067C	-1	-1	0	163	0.865198039237576	-1893.67714607447	3.52736011255387e-06	2.5653485953615e-06	1.37500225853587		metabolic	Mitochondrial respiratory chain complex IV, COX5B variant	P07255	COX9	Cytochrome c oxidase subunit 9, mitochondrial (Cytochrome c oxidase polypeptide VIIA)	59	6,963	P07255;	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:30598554}; Single-pass membrane protein {ECO:0000269|PubMed:30598554}.	FUNCTION: Component of the cytochrome c oxidase, the last enzyme in the mitochondrial electron transport chain which drives oxidative phosphorylation. The respiratory chain contains 3 multisubunit complexes succinate dehydrogenase (complex II, CII), ubiquinol-cytochrome c oxidoreductase (cytochrome b-c1 complex, complex III, CIII) and cytochrome c oxidase (complex IV, CIV), that cooperate to transfer electrons derived from NADH and succinate to molecular oxygen, creating an electrochemical gradient over the inner membrane that drives transmembrane transport and the ATP synthase. Cytochrome c oxidase is the component of the respiratory chain that catalyzes the reduction of oxygen to water. Electrons originating from reduced cytochrome c in the intermembrane space (IMS) are transferred via the dinuclear copper A center (CU(A)) of COX2 and heme A of COX1 to the active site in COX1, a binuclear center (BNC) formed by heme A3 and copper B (CU(B)). The BNC reduces molecular oxygen to 2 water molecules using 4 electrons from cytochrome c in the IMS and 4 protons from the mitochondrial matrix. {ECO:0000305|PubMed:30598554}.
YDL085W	-1.5	-1	0	166	0.879379100120207	-22056.4936596243	3.433886135188e-07	5.12112499447164e-08	6.70533552470395	YMR145C	metabolic		Q07500	NDE2	External NADH-ubiquinone oxidoreductase 2, mitochondrial (EC 1.6.5.9) (External NADH dehydrogenase 2)	545	61,659	Q07500;	SUBCELLULAR LOCATION: Mitochondrion intermembrane space {ECO:0000269|PubMed:14576278}.	FUNCTION: External NADH dehydrogenase required for optimum cellular growth with a number of nonfermentable carbon sources, including ethanol. With NDE1, performes the mitochondrial oxidation of cytosolic NADH under these growth conditions. Regulates the mitochondrial glycerol-3-phosphate dehydrogenase, GUT2, also involved in cytosolic NADH oxidation. {ECO:0000269|PubMed:10781551, ECO:0000269|PubMed:11502169, ECO:0000269|PubMed:11713283, ECO:0000269|PubMed:12032156, ECO:0000269|PubMed:9733747}.
YDL093W	-0.5	-1	0	168	0.70793418215846	-34784.9402630429	7.30666090711873e-08	1.57941238147256e-08	4.62618945680696		Secretory	PMT5-PMT3 dolichyl-phosphate-mannose-protein mannosyltransferase complex	P52867	PMT5	Dolichyl-phosphate-mannose--protein mannosyltransferase 5 (EC 2.4.1.109)	743	84,776	P52867;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:P33775}; Multi-pass membrane protein {ECO:0000255}.	FUNCTION: Protein O-mannosyltransferase involved in O-glycosylation which is essential for cell wall rigidity. Forms a heterodimeric complex with PMT3 and more rarely with PMT2 to transfer mannose from Dol-P-mannose to Ser or Thr residues on proteins. {ECO:0000303|PubMed:12551906}.
YDL095W	-0.5	-1	0	169	0.70793418215846	-34784.9402630429	7.30666090711873e-08	3.35984088422345e-06	0.0217470444550754		Secretory	PMT1-PMT3 dolichyl-phosphate-mannose-protein mannosyltransferase complex	P33775	PMT1	Dolichyl-phosphate-mannose--protein mannosyltransferase 1 (EC 2.4.1.109)	817	92,675	P33775;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000303|PubMed:10085156}; Multi-pass membrane protein {ECO:0000269|PubMed:10085156}.	FUNCTION: Protein O-mannosyltransferase involved in O-glycosylation which is essential for cell wall rigidity. Forms a heterodimeric complex with PMT2 and more rarely with PMT3 to transfer mannose from Dol-P-mannose to Ser or Thr residues on proteins. The PMT1-PMT2 complex participates in oxidative protein folding, ER-associated protein degradation (ERAD), as well as ER export. Required for incorporation of proteins in the cell wall. {ECO:0000269|PubMed:10764776, ECO:0000269|PubMed:18182384, ECO:0000269|PubMed:8367478, ECO:0000269|PubMed:8543034, ECO:0000269|PubMed:9466258}.
YDL100C	-0.5	-1	0	170	0.496537328878122	-78869.3800396454	1.31824274209774e-08	2.38347686658587e-06	0.00553075534559736		Secretory	GET complex	Q12154	GET3	ATPase GET3 (EC 3.6.-.-) (Arsenical pump-driving ATPase) (Arsenite-stimulated ATPase) (Golgi to ER traffic protein 3) (Guided entry of tail-anchored proteins 3)	354	39,354	Q12154;	SUBCELLULAR LOCATION: Cytoplasm. Endoplasmic reticulum. Golgi apparatus. Note=GET1 and GET2 are required for targeting GET3 to the endoplasmic reticulum.	FUNCTION: ATPase required for the post-translational delivery of tail-anchored (TA) proteins to the endoplasmic reticulum. Recognizes and selectively binds the transmembrane domain of TA proteins in the cytosol. This complex then targets to the endoplasmic reticulum by membrane-bound receptors GET1 and GET2, where the tail-anchored protein is released for insertion. This process is regulated by ATP binding and hydrolysis. ATP binding drives the homodimer towards the closed dimer state, facilitating recognition of newly synthesized TA membrane proteins. ATP hydrolysis is required for insertion. Subsequently, the homodimer reverts towards the open dimer state, lowering its affinity for the GET1-GET2 receptor, and returning it to the cytosol to initiate a new round of targeting. Cooperates with the HDEL receptor ERD2 to mediate the ATP-dependent retrieval of resident ER proteins that contain a C-terminal H-D-E-L retention signal from the Golgi to the ER. Involved in low-level resistance to the oxyanions arsenite and arsenate, and in heat tolerance. {ECO:0000255|HAMAP-Rule:MF_03112, ECO:0000269|PubMed:12680698, ECO:0000269|PubMed:16269340, ECO:0000269|PubMed:18724936, ECO:0000269|PubMed:21719644, ECO:0000269|PubMed:21866104}.
YDL103C	-0.5	-1	0	171	0.73436747941729	-929455.633715865	3.09856039632854e-09	1.55069579271852e-06	0.00199817424595992		metabolic		P43123	QRI1	UDP-N-acetylglucosamine pyrophosphorylase (EC 2.7.7.23)	477	53,476	P43123;	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.	NaN
YDL131W	-0.5	-1	0	173	0.911509677669649	-3134.28369691478	3.37083135299691e-06	3.95331705180708e-06	0.852658997197325	YDL182W	metabolic		Q12122	LYS21	Homocitrate synthase, mitochondrial (HCS) (EC 2.3.3.14)	440	48,594	Q12122;	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000305}.	FUNCTION: Catalyzes the aldol-type condensation of 2-oxoglutarate with acetyl-CoA to yield homocitrate. Carries out the first step of the alpha-aminoadipate (AAA) lysine biosynthesis pathway. {ECO:0000250|UniProtKB:O87198}.
YDL141W	-0.5	-1	0	174	0.708331768013202	-516.019809060577	4.93478714559873e-06	5.0541196207122e-07	9.76389067915124		metabolic		P48445	BPL1	Biotin--protein ligase (EC 6.3.4.-) (Biotin apo-protein ligase) [Includes: Biotin--[methylmalonyl-CoA-carboxytransferase] ligase (EC 6.3.4.9); Biotin--[propionyl-CoA-carboxylase [ATP-hydrolyzing]] ligase (EC 6.3.4.10) (Holocarboxylase synthetase) (HCS); Biotin--[methylcrotonoyl-CoA-carboxylase] ligase (EC 6.3.4.11); Biotin--[acetyl-CoA-carboxylase] ligase (EC 6.3.4.15)]	690	76,363	P48445;	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}.	FUNCTION: Post-translational modification of specific protein by attachment of biotin. Acts on various carboxylases such as acetyl-CoA-carboxylase, pyruvate carboxylase, propionyl CoA carboxylase, and 3-methylcrotonyl CoA carboxylase.
YDL166C	-0.5	-1	0	176	0.890100663261754	-2370.88456905128	3.54228462637779e-06	1.02422499889433e-06	3.4585024093356		metabolic		Q12055	FAP7	Adenylate kinase isoenzyme 6 homolog FAP7 (AK6) (EC 2.7.4.3) (Dual activity adenylate kinase/ATPase) (AK/ATPase) (POS9-activating factor 7)	197	22,723	Q12055;	SUBCELLULAR LOCATION: Cytoplasm. Nucleus.	FUNCTION: Broad-specificity nucleoside monophosphate (NMP) kinase that catalyzes the reversible transfer of the terminal phosphate group between nucleoside triphosphates and monophosphates. Has also ATPase activity (By similarity). Involved in 18S rRNA maturation. Required for cleavage of the 20S pre-rRNA at site D in the cytoplasm. Involved in oxidative stress response. Required for POS9-dependent target gene transcription upon oxidative stress. {ECO:0000255|HAMAP-Rule:MF_03173, ECO:0000269|PubMed:10692169, ECO:0000269|PubMed:12837249, ECO:0000269|PubMed:16287850}.
YDL205C	-0.5	-1	0	184	0.708333333333334	-2246882.60203909	1.13333332993333e-09	9.246741578803e-07	0.00122565697362124		metabolic		P28789	HEM3	Porphobilinogen deaminase (PBG) (EC 2.5.1.61) (Hydroxymethylbilane synthase) (HMBS) (Pre-uroporphyrinogen synthase)	327	36,675	P28789;	NaN	FUNCTION: Tetrapolymerization of the monopyrrole PBG into the hydroxymethylbilane pre-uroporphyrinogen in several discrete steps.
YDR007W	1	1	0	195	1.05221700140431	397926.142039636	5.08633888331694e-08	2.24946611906698e-07	0.226113158149126		metabolic		P00912	TRP1	N-(5'-phosphoribosyl)anthranilate isomerase (PRAI) (EC 5.3.1.24)	224	24,144	P00912;	NaN	NaN
YDR019C	-3	-1	0	198	0.468727459688664	-289183.16851093	3.20845926515644e-09	1.89529485776707e-06	0.00169285494128151		metabolic	Glycine decarboxylase multienzyme complex 	P48015	GCV1	Aminomethyltransferase, mitochondrial (EC 2.1.2.10) (Glycine cleavage system T protein) (GCVT) (Glycine decarboxylase complex subunit T)	400	44,469	P48015;	SUBCELLULAR LOCATION: Mitochondrion.	FUNCTION: The glycine cleavage system (glycine decarboxylase complex) catalyzes the degradation of glycine.
YDR023W	0	-0.0384615384615385	0.906202123878284	200	1.0092780170686	29469.1272300614	1.40927934255919e-06	1.00029450826596e-05	0.140886442034179		metabolic		P07284	SES1	Serine--tRNA ligase, cytoplasmic (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)	462	53,310	P07284;	SUBCELLULAR LOCATION: Cytoplasm.	FUNCTION: Catalyzes the attachment of serine to tRNA(Ser). Is also probably able to aminoacylate tRNA(Sec) with serine, to form the misacylated tRNA L-seryl-tRNA(Sec), which will be further converted into selenocysteinyl-tRNA(Sec). {ECO:0000269|PubMed:3031581}.
YDR037W	-0.5	-1	0	203	0.889384319293258	-2332.2030993318	3.56464285936995e-06	9.59134064385156e-06	0.371652200847962		metabolic		P15180	KRS1	Lysine--tRNA ligase, cytoplasmic (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS)	591	67,959	P15180;	SUBCELLULAR LOCATION: Cytoplasm.	NaN
YDR044W	-0.5	-1	0	207	0.708333333333333	-12582542.5714189	2.0238095177381e-10	1.75171191399684e-06	0.000115533239316756		metabolic		P11353	HEM13	Oxygen-dependent coproporphyrinogen-III oxidase (COX) (Coprogen oxidase) (Coproporphyrinogenase) (EC 1.3.3.3)	328	37,712	P11353;	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}.	FUNCTION: Involved in the heme biosynthesis. Catalyzes the aerobic oxidative decarboxylation of propionate groups of rings A and B of coproporphyrinogen-III to yield the vinyl groups in protoporphyrinogen-IX (By similarity). {ECO:0000250}.
YDR047W	-0.5	-1	0	209	0.708333333333333	-179750608.163127	1.41666666241667e-11	9.66791821386235e-07	1.46532752044321e-05		metabolic		P32347	HEM12	Uroporphyrinogen decarboxylase (UPD) (URO-D) (EC 4.1.1.37)	362	41,349	P32347;	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14562095}. Cytoplasm {ECO:0000269|PubMed:14562095}.	FUNCTION: Catalyzes the decarboxylation of four acetate groups of uroporphyrinogen-III to yield coproporphyrinogen-III. {ECO:0000250}.
YDR050C	-0.5	-1	0	210	0.824430197854172	-59.2136873619544	8.28912360802147e-05	3.29857882821482e-05	2.51293785587883		metabolic		P00942	TPI1	Triosephosphate isomerase (TIM) (EC 5.3.1.1) (Triose-phosphate isomerase)	248	26,795	P00942;	NaN	NaN
YDR062W	-0.5	-1	0	213	0.703497302381317	-236695.921236814	1.05140440473431e-08	4.83395910693118e-06	0.00217503785505084		metabolic	SPOTS complex	P40970	LCB2	Serine palmitoyltransferase 2 (SPT 2) (EC 2.3.1.50) (Long chain base biosynthesis protein 2)	561	63,111	P40970;	SUBCELLULAR LOCATION: Cytoplasm. Endoplasmic reticulum. Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	FUNCTION: Catalytic subunit of serine palmitoyltransferase (SPT), which catalyzes the committed step in the synthesis of sphingolipids, the condensation of serine with palmitoyl CoA to form the long chain base 3-ketosphinganine.
YDR074W	-0.5	-1	0	216	0.708333333333333	-1325.94232934275	1.92049600121031e-06	3.12053597793973e-06	0.615437865413837		metabolic	Trehalose-6-phosphate synthase/phosphatase variant 2	P31688	TPS2	Trehalose-phosphatase (EC 3.1.3.12) (Trehalose synthase complex catalytic subunit TPS2) (Trehalose-6-phosphate phosphatase) (TPP)	896	102,976	P31688;	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}.	FUNCTION: Phosphatase catalytic subunit of the trehalose synthase complex that catalyzes the production of trehalose from glucose-6-phosphate and UDP-alpha-D-glucose in a two step process. {ECO:0000269|PubMed:9194697}.
YDR111C	-0.5	-1	0	220	0.923385339040129	-2160949.79090159	5.71240326682742e-09	3.09181938918568e-07	0.0184758633923049	YLR089C	metabolic		P52892	ALT2	Probable alanine aminotransferase (EC 2.6.1.2) (Glutamate pyruvate transaminase) (GPT) (Glutamic--alanine transaminase) (Glutamic--pyruvic transaminase)	507	56,770	P52892;	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.	NaN
YDR127W	-0.5	-1	0	221	0.777024385390706	-1480.93264610788	2.46433675943642e-06	4.67123177065824e-06	0.527556088078489		metabolic		P08566	ARO1	Pentafunctional AROM polypeptide [Includes: 3-dehydroquinate synthase (DHQS) (EC 4.2.3.4); 3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS); Shikimate kinase (SK) (EC 2.7.1.71); 3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10); Shikimate dehydrogenase (EC 1.1.1.25)]	1588	174,755	P08566;	SUBCELLULAR LOCATION: Cytoplasm.	FUNCTION: The AROM polypeptide catalyzes 5 consecutive enzymatic reactions in prechorismate polyaromatic amino acid biosynthesis.
YDR158W	-0.5	-1	0	225	0.857512049068666	-549.447894030607	1.14138919298146e-05	1.33819303593857e-05	0.852933143670802		metabolic		P13663	HOM2	Aspartate-semialdehyde dehydrogenase (ASA dehydrogenase) (ASADH) (EC 1.2.1.11) (Aspartate-beta-semialdehyde dehydrogenase)	365	39,544	P13663;	NaN	FUNCTION: Catalyzes the NADPH-dependent formation of L-aspartate-semialdehyde (L-ASA) by the reductive dephosphorylation of L-aspartyl-4-phosphate. {ECO:0000250}.
YDR232W	-0.5	-1	0	234	0.708333333333334	-2956897.50428344	8.61195539463019e-10	2.26861051156968e-06	0.000379613660022737		metabolic		P09950	HEM1	5-aminolevulinate synthase, mitochondrial (EC 2.3.1.37) (5-aminolevulinic acid synthase) (Delta-ALA synthase) (Delta-aminolevulinate synthase)	548	59,362	P09950;	SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:3023841, ECO:0000269|PubMed:6381051}.	FUNCTION: Catalyzes the synthesis of 5-aminolevulinate (ALA) from succinyl-CoA and glycine, the first and rate-limiting step in heme biosynthesis. {ECO:0000269|PubMed:6381051}.
YDR234W	-0.5	-1	0	235	0.911509677669649	-3560.82558701784	2.96704837026168e-06	1.93358364277247e-06	1.53448152157896		metabolic		P49367	LYS4	Homoaconitase, mitochondrial (EC 4.2.1.36) (Homoaconitate hydratase)	693	75,151	P49367;	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:14562095}.	FUNCTION: Catalyzes the reversible hydration of cis-homoaconitate to (2R,3S)-homoisocitrate, a step in the alpha-aminoadipate pathway for lysine biosynthesis. {ECO:0000269|PubMed:23106124, ECO:0000269|PubMed:2507177}.
YDR236C	-0.5	-1	0	236	0.708333333333333	-2516508.57040192	1.01190473630357e-09	8.64369321496802e-08	0.0117068562145552		metabolic		Q03778	FMN1	Riboflavin kinase (EC 2.7.1.26) (Flavin mononucleotide kinase 1)	218	24,537	Q03778;	SUBCELLULAR LOCATION: Microsome {ECO:0000269|PubMed:10887197}. Mitochondrion inner membrane {ECO:0000269|PubMed:10887197}. Endoplasmic reticulum {ECO:0000305}. Note=90% microsomal. 10% mitochondrial. Found to be present in the inner membrane of mitochondria. The C-terminus is located in the matrix.	FUNCTION: Catalyzes the phosphorylation of riboflavin (vitamin B2) to form flavin mononucleotide (FMN) coenzyme.
YDR297W	-0.5	-1	0	247	0.703497302381317	-24160516.9973577	1.03004059970342e-10	4.02032242556652e-06	2.562084556087e-05		metabolic		P38992	SUR2	Sphingolipid C4-hydroxylase SUR2 (EC 1.-.-.-) (Syringomycin response protein 2)	349	40,734	P38992;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	FUNCTION: Required for hydroxylation of C-4 in the sphingoid moiety of ceramide. Involved in the response to syringomycin. {ECO:0000269|PubMed:9368039, ECO:0000269|PubMed:9556590}.
YDR298C	-1	-1	0	248	0.88488439783496	-14953.349672051	5.33593555735966e-07	7.43759648729807e-06	0.0717427406349938		metabolic	Mitochondrial proton-transporting ATP synthase complex	P09457	ATP5	ATP synthase subunit 5, mitochondrial (ATP synthase chain 5) (Oligomycin sensitivity conferral protein) (OSCP)	212	22,814	P09457;	SUBCELLULAR LOCATION: Mitochondrion. Mitochondrion inner membrane.	FUNCTION: Mitochondrial membrane ATP synthase (F(1)F(0) ATP synthase or Complex V) produces ATP from ADP in the presence of a proton gradient across the membrane which is generated by electron transport complexes of the respiratory chain. F-type ATPases consist of two structural domains, F(1) - containing the extramembraneous catalytic core and F(0) - containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation. Part of the complex F(0) domain and the peripheric stalk, which acts as a stator to hold the catalytic alpha(3)beta(3) subcomplex and subunit a/ATP6 static relative to the rotary elements.
YDR300C	-0.5	-1	0	249	0.892838648944864	-119913.021884425	7.1826613661563e-08	1.57941238147256e-06	0.0454767953601805	YHR033W	metabolic		P32264	PRO1	Glutamate 5-kinase (GK) (EC 2.7.2.11) (Gamma-glutamyl kinase)	428	47,162	P32264;	SUBCELLULAR LOCATION: Cytoplasm.	FUNCTION: Catalyzes the transfer of a phosphate group to glutamate to form glutamate 5-phosphate which rapidly cyclizes to 5-oxoproline.
YDR302W	-0.5	-1	0	250	0.703497302381317	-12080258.4986789	2.06008119940684e-10	3.55128480925043e-07	0.000580094616472528		metabolic		Q06636	GPI11	Glycosylphosphatidylinositol anchor biosynthesis protein 11 (PIGF homolog)	219	25,262	Q06636;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:14562095}; Multi-pass membrane protein {ECO:0000269|PubMed:14562095}.	FUNCTION: Acts in the GPI biosynthetic pathway between GlcNAc-PI synthesis and GPI transfer to protein. Required for the formation of complete GPI precursors CP1 and CP2. {ECO:0000269|PubMed:10793139}.
YDR322C-A	-1	-1	0	254	0.88488439783496	-14953.349672051	5.33593555735966e-07	5.04454742446085e-07	1.05776298810987		metabolic	Mitochondrial proton-transporting ATP synthase complex	P81449	TIM11	ATP synthase subunit e, mitochondrial (ATPase subunit e) (Translocase of the inner membrane protein 11)	96	10,876	P81449;	SUBCELLULAR LOCATION: Mitochondrion. Mitochondrion inner membrane.	FUNCTION: Mitochondrial membrane ATP synthase (F(1)F(0) ATP synthase or Complex V) produces ATP from ADP in the presence of a proton gradient across the membrane which is generated by electron transport complexes of the respiratory chain. F-type ATPases consist of two structural domains, F(1) - containing the extramembraneous catalytic core, and F(0) - containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation. Part of the complex F(0) domain. Minor subunit located with subunit a in the membrane.
YDR341C	-0.5	-1	0	255	0.806356939454073	-1281.61652177688	3.3985852374055e-06	3.3885574729775e-06	1.00295930185867	YHR091C	metabolic		Q05506	YDR341C	Arginine--tRNA ligase, cytoplasmic (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)	607	69,525	Q05506;	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:P54136}. Cytoplasm, cytosol {ECO:0000250|UniProtKB:P54136}.	FUNCTION: Forms part of a macromolecular complex that catalyzes the attachment of specific amino acids to cognate tRNAs during protein synthesis. {ECO:0000250}.
YDR353W	-0.5	-1	0	260	0.874606730143604	-24161.3167725497	3.01147304850704e-07	2.46005443659666e-05	0.0122414894715632	YHR106W	metabolic		P29509	TRR1	Thioredoxin reductase 1 (EC 1.8.1.9)	319	34,238	P29509;	SUBCELLULAR LOCATION: Cytoplasm. Mitochondrion intermembrane space {ECO:0000269|PubMed:22984289}.	FUNCTION: Acts on thioredoxins 1 and 2. {ECO:0000269|PubMed:20235561}.
YDR354W	1	1	0	261	1.05221700140431	169629.504026532	1.19318111584405e-07	7.07385302974681e-07	0.168674852421517		metabolic		P07285	TRP4	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	380	41,374	P07285;	NaN	NaN
YDR376W	-0.5	-1	0	266	0.708333333333333	-920323113.795211	2.76692707503255e-12	1.99101682028056e-07	1.38970552475928e-05		metabolic		P48360	ARH1	Probable NADPH:adrenodoxin oxidoreductase, mitochondrial (AR) (Adrenodoxin reductase) (EC 1.18.1.6) (Ferredoxin--NADP(+) reductase) (Ferredoxin reductase)	493	56,237	P48360;	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:9727014}; Peripheral membrane protein {ECO:0000305}.	FUNCTION: Acts as an electron transfer protein. Essential for viability. {ECO:0000269|PubMed:9727014}.
YDR377W	-1	-1	0	267	0.88488439783496	-14953.349672051	5.33593555735966e-07	1.52197920396447e-06	0.350591883480441		metabolic	Mitochondrial proton-transporting ATP synthase complex	Q06405	ATP17	ATP synthase subunit f, mitochondrial	101	11,312	Q06405;	SUBCELLULAR LOCATION: Mitochondrion. Mitochondrion inner membrane.	FUNCTION: Mitochondrial membrane ATP synthase (F(1)F(0) ATP synthase or Complex V) produces ATP from ADP in the presence of a proton gradient across the membrane which is generated by electron transport complexes of the respiratory chain. F-type ATPases consist of two structural domains, F(1) - containing the extramembraneous catalytic core and F(0) - containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation. Part of the complex F(0) domain. Minor subunit located with subunit a in the membrane.
YDR408C	-0.5	-1	0	275	0.708333333333333	-19636.2908546767	1.29681667489242e-07	1.47411822270772e-06	0.0879723657788025		metabolic		P04161	ADE8	Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2) (5'-phosphoribosylglycinamide transformylase) (GAR transformylase) (GART)	214	23,540	P04161;	NaN	NaN
YDR437W	-0.5	-1	0	278	0.703497302381317	-24160516.9973577	1.03004059970342e-10	7.39930770229267e-08	0.00139207699037069		metabolic	Glycosylphosphatidylinositol-N-acetylglucosaminyltransferase complex	Q04082	GPI19	Phosphatidylinositol N-acetylglucosaminyltransferase subunit GPI19 (GPI-GlcNAc transferase complex subunit GPI19) (GPI-GnT subunit GPI19) (EC 2.4.1.198)	140	16,090	Q04082;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	FUNCTION: Part of the complex catalyzing the transfer of N-acetylglucosamine from UDP-N-acetylglucosamine to phosphatidylinositol, the first step of GPI biosynthesis. Involved in cell wall biosynthesis. {ECO:0000269|PubMed:16278447}.
YDR454C	-4	-1	0	283	0.708333333333334	-5749917.67908823	4.42870156315355e-10	6.777114945955e-06	6.53478891603702e-05		metabolic		P15454	GUK1	Guanylate kinase (EC 2.7.4.8) (GMP kinase)	187	20,637	P15454;	NaN	FUNCTION: Essential for recycling GMP and indirectly, cGMP.
YDR456W	-0.5	-1	0	284	0.708333333333333	-90320.8098441485	2.81935795940298e-08	1.52197920396447e-07	0.18524287007727		metabolic		Q04121	NHX1	Endosomal/prevacuolar sodium/hydrogen exchanger (Endosomal/prevacuolar Na(+)/H(+) exchanger) (Vacuolar protein sorting-associated protein 44)	633	70,148	Q04121;	SUBCELLULAR LOCATION: Endosome membrane; Multi-pass membrane protein. Prevacuolar compartment membrane; Multi-pass membrane protein.	FUNCTION: Endosomal/prevacuolar electroneutral Na(+)/H(+) exchanger which mediates intracellular sequestration of Na(+) cations, regulates vacuolar pH and contributes to osmotolerance following sudden exposure to hyperosmotic media. Contributes also to the postdiauxic/stationary phase resistance to osmotic stress and allows for the continued growth of cells until the acquired osmotolerance response can occur. Involved in hygromycin resistance probably through its influence on the electrochemical proton gradient affecting secondarily the entrance of hygromycin. Mediates pH-dependent vesicle trafficking out of the endosome. Contributes to K(+) sequestration and homeostasis. {ECO:0000269|PubMed:10589731, ECO:0000269|PubMed:10998367, ECO:0000269|PubMed:11102523, ECO:0000269|PubMed:14610088, ECO:0000269|PubMed:1493335, ECO:0000269|PubMed:15635088, ECO:0000269|PubMed:15659172, ECO:0000269|PubMed:16671892, ECO:0000269|PubMed:17588950, ECO:0000269|PubMed:18378800, ECO:0000269|PubMed:18799619, ECO:0000269|PubMed:9334180, ECO:0000269|PubMed:9694857}.
