protein	priority	correlation	p_value	index_in_Model	ratio	slope	prot_abun(max_production)	ref_abun(paxdb)	abun_fold	homolougous_gene	metabolic/secretoy	complex/not	Entry	Entry name	Protein names	Length	Mass	Cross-reference (PaxDb)	Subcellular location [CC]	Function [CC]
YHR128W	-2.5	-1	0	534	0.6375	-462.345407283877	1.489838002025e-06	1.62727336272931e-06	0.915542548749279		metabolic		P18562	FUR1	Uracil phosphoribosyltransferase (UPRTase) (EC 2.4.2.9) (UMP pyrophosphorylase)	216	24,594	P18562;	NaN	FUNCTION: Catalyzes the conversion of uracil and 5-phospho-alpha-D-ribose 1-diphosphate (PRPP) to UMP and diphosphate. {ECO:0000269|PubMed:1913872, ECO:0000269|PubMed:2189783}.
YHR137W	2	1	0	535	1.35924826236299	38288.9182029385	3.880473611865e-08	1.18695233516726e-06	0.0326927501374197		metabolic		P38840	ARO9	Aromatic amino acid aminotransferase 2 (EC 2.6.1.57) (Aromatic amino acid aminotransferase II) (Aromatic amino acid-requiring protein 9) (Kynurenine aminotransferase I) (KAT I) (EC 2.6.1.7)	513	58,528	P38840;	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}.	FUNCTION: General aromatic amino acid transaminase involved in several otherwise unrelated metabolic pathways. Mainly involved in tryptophan degradation. Active with phenylalanine, tyrosine and tryptophan as amino donors and with phenylpyruvate, hydroxyphenylpyruvate and pyruvate as amino acceptors. Does not accept glutamate or 2-oxoglutarate as substrates. Also active with methionine, leucine, glutamine and kynurenine. Catalyzes the formation of methionine from 2-keto-4-methylthiobutyrate (KMTB) in the methionine salvage pathway primarily using aromatic amino acids (tyrosine, phenylalanine and tryptophan) as the amino donors. Catalyzes the irreversible transamination of the L-tryptophan metabolite L-kynurenine to form kynurenic acid (KA) with pyruvate as amino acceptor. {ECO:0000269|PubMed:18625006, ECO:0000269|PubMed:6763508, ECO:0000269|PubMed:9491082, ECO:0000269|PubMed:9491083}.
YHR144C	-0.5	-1	0	536	0.6375	-1888176.42296512	3.64806884280204e-10	1.20609672766996e-07	0.0030246901091007		metabolic		P06773	DCD1	Deoxycytidylate deaminase (EC 3.5.4.12) (dCMP deaminase)	312	35,646	P06773;	NaN	FUNCTION: Supplies the nucleotide substrate for thymidylate synthetase.
YHR162W	-2	-1	0	537	0.56281458088988	-55.283429922959	9.18578399590137e-06	5.11155279822029e-07	17.9706331099615	YGR243W	metabolic	Mitochondrial pyruvate carrier, fermentative isoform	P38857	MPC2	Mitochondrial pyruvate carrier 2 (MPC2)	129	14,555	P38857;	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:14562095}. Mitochondrion inner membrane {ECO:0000269|PubMed:22628558}; Multi-pass membrane protein {ECO:0000255}.	FUNCTION: Mediates the uptake of pyruvate into mitochondria. {ECO:0000269|PubMed:22628554, ECO:0000269|PubMed:22628558}.
YHR163W	-0.5	-1	0	538	0.61483397765067	-5297.85495270747	1.18575231583863e-07	1.09123037265377e-06	0.108661960439663	YGR248W	metabolic		P38858	SOL3	6-phosphogluconolactonase 3 (6PGL) (EC 3.1.1.31)	249	27,784	P38858;	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.	FUNCTION: Hydrolysis of 6-phosphogluconolactone to 6-phosphogluconate. {ECO:0000269|PubMed:15454531}.
YHR174W	-0.5	-1	0	539	0.712276393550271	-18.0943796297861	5.33688110753217e-05	0.000153135995629079	0.348505985520151	YGR254W	metabolic		P00925	ENO2	Enolase 2 (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase 2) (2-phosphoglycerate dehydratase 2)	437	46,914	P00925;	SUBCELLULAR LOCATION: Cytoplasm.	NaN
YHR183W	-0.5	-1	0	540	0.61483397765067	-340.806125834977	1.84326023006752e-06	3.05831670230596e-05	0.0602704170133103	YGR256W	metabolic		P38720	GND1	6-phosphogluconate dehydrogenase, decarboxylating 1 (EC 1.1.1.44)	489	53,543	P38720;	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}.	FUNCTION: Catalyzes the oxidative decarboxylation of 6-phosphogluconate to ribulose 5-phosphate and CO(2), with concomitant reduction of NADP to NADPH. {ECO:0000269|PubMed:17570834}.
YHR190W	-0.5	-1	0	541	0.637500080497811	-543.620488448575	1.26709719041195e-06	1.99101682028056e-06	0.636407074769662		metabolic		P29704	ERG9	Squalene synthase (SQS) (SS) (EC 2.5.1.21) (FPP:FPP farnesyltransferase) (Farnesyl-diphosphate farnesyltransferase)	444	51,720	P29704;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:1807826}; Multi-pass membrane protein {ECO:0000255}. Microsome {ECO:0000305|PubMed:2068081}.	FUNCTION: Catalyzes the condensation of 2 two farnesyl pyrophosphate moieties to form squalene. It is the first committed enzyme of the sterol biosynthesis pathway. Required for the biosynthesis of ergosterol. May also have a regulatory role regulating the flux of isoprene intermediates through the sterol pathway. Squalene synthase is crucial for balancing the incorporation of farnesyl diphosphate (FPP) into sterol and nonsterol isoprene synthesis. ERG9 is also essential for cell growth in yeast. {ECO:0000269|PubMed:1807826, ECO:0000269|PubMed:2068081, ECO:0000269|PubMed:8323279}.
YHR208W	-0.5	-1	0	543	0.342831283874488	-400.35376392954	5.12054539155341e-07	9.60091284010291e-06	0.0533339431034615	YJR148W	metabolic		P38891	BAT1	Branched-chain-amino-acid aminotransferase, mitochondrial (BCAT) (EC 2.6.1.42) (Protein ECA39) (Protein TWT1)	393	43,596	P38891;	SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:21267457}.	FUNCTION: Involved in the biosynthesis of the branched chain amino acids leucine, isoleucine, and valine. Catalyzes the formation of methionine from 2-keto-4-methylthiobutyrate (KMTB) in the methionine salvage pathway primarily using branched chain amino acids (leucine, isoleucine, and valine) as the amino donors. Appears to be involved in the regulation of the transition from G1 to S phase in the cell cycle. High copy suppressor of a temperature-sensitive mutation in the ABC transporter, ATM1. {ECO:0000269|PubMed:18625006, ECO:0000269|PubMed:21267457}.
YIL074C	-0.5	-1	0	557	0.718204794154259	-71708.6834565062	1.39352327861185e-08	9.54347966259482e-07	0.014601836310017	YER081W	metabolic		P40510	SER33	D-3-phosphoglycerate dehydrogenase 2 (3-PGDH 2) (EC 1.1.1.95) (2-oxoglutarate reductase) (EC 1.1.1.399)	469	51,188	P40510;	NaN	FUNCTION: Catalyzes the reversible oxidation of 3-phospho-D-glycerate to 3-phosphonooxypyruvate, the first step of the phosphorylated L-serine biosynthesis pathway. Also catalyzes the reversible oxidation of 2-hydroxyglutarate to 2-oxoglutarate. {ECO:0000269|PubMed:26774271}.
YIL078W	-0.5	-1	0	558	0.74671082563714	-361.713525102882	3.15858498203587e-06	8.05978924363574e-06	0.391894240228426		metabolic		P04801	THS1	Threonine--tRNA ligase, cytoplasmic (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS)	734	84,520	P04801;	SUBCELLULAR LOCATION: Cytoplasm.	NaN
YIL094C	-0.5	-1	0	560	0.44922740576466	-298.633157706327	1.07564345335014e-06	3.28326331421266e-06	0.327614129726932		metabolic		P40495	LYS12	Homoisocitrate dehydrogenase, mitochondrial (HIcDH) (EC 1.1.1.87)	371	40,069	P40495;	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278}.	FUNCTION: Catalyzes the NAD(+)-dependent conversion of homoisocitrate to alpha-ketoadipate. {ECO:0000269|PubMed:4284830}.
YIL111W	-2	-1	0	563	0.595938013942803	-368.592647750699	1.57037151225714e-06	2.68021495037768e-07	5.85912526171028	YNL052W	metabolic	Mitochondrial respiratory chain complex IV, COX5B variant	P00425	COX5B	Cytochrome c oxidase subunit 5B, mitochondrial (Cytochrome c oxidase polypeptide Vb)	151	17,197	P00425;	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:2986105}; Single-pass membrane protein {ECO:0000250|UniProtKB:P00424}.	FUNCTION: Component of the cytochrome c oxidase, the last enzyme in the mitochondrial electron transport chain which drives oxidative phosphorylation. The respiratory chain contains 3 multisubunit complexes succinate dehydrogenase (complex II, CII), ubiquinol-cytochrome c oxidoreductase (cytochrome b-c1 complex, complex III, CIII) and cytochrome c oxidase (complex IV, CIV), that cooperate to transfer electrons derived from NADH and succinate to molecular oxygen, creating an electrochemical gradient over the inner membrane that drives transmembrane transport and the ATP synthase. Cytochrome c oxidase is the component of the respiratory chain that catalyzes the reduction of oxygen to water. Electrons originating from reduced cytochrome c in the intermembrane space (IMS) are transferred via the dinuclear copper A center (CU(A)) of COX2 and heme A of COX1 to the active site in COX1, a binuclear center (BNC) formed by heme A3 and copper B (CU(B)). The BNC reduces molecular oxygen to 2 water molecules using 4 electrons from cytochrome c in the IMS and 4 protons from the mitochondrial matrix. {ECO:0000250|UniProtKB:P00424}.
YIR034C	-0.5	-1	0	578	0.44922740576466	-564.369199731066	5.69171388504476e-07	8.47139368244374e-06	0.0671874557883003		metabolic		P38998	LYS1	Saccharopine dehydrogenase [NAD(+), L-lysine-forming] (SDH) (EC 1.5.1.7) (Lysine--2-oxoglutarate reductase)	373	41,465	P38998;	SUBCELLULAR LOCATION: Peroxisome {ECO:0000269|PubMed:10077615, ECO:0000269|PubMed:26928762, ECO:0000269|PubMed:28928432}.	FUNCTION: Catalyzes the NAD(+)-dependent cleavage of saccharopine to L-lysine and 2-oxoglutarate, the final step in the alpha-aminoadipate (AAA) pathway for lysin biosynthesis. {ECO:0000269|PubMed:17002315, ECO:0000269|PubMed:4287986}.
YJL062W	-0.5	-1	0	589	0.627866002574632	-36286.0365848162	1.82247731322716e-08	1.42625724145098e-07	0.127780407366983		Secretory		P40367	LAS21	GPI ethanolamine phosphate transferase 2 (EC 2.-.-.-) (Glycosylphosphatidylinositol-anchor biosynthesis protein 7) (Local anestheticum-sensitive protein 21)	830	94,851	P40367;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:10329735, ECO:0000269|PubMed:14562095}; Multi-pass membrane protein {ECO:0000269|PubMed:10329735, ECO:0000269|PubMed:14562095}.	FUNCTION: Ethanolamine phosphate transferase involved in glycosylphosphatidylinositol-anchor biosynthesis. Transfers ethanolamine phosphate to the GPI second mannose. Although not essential, addition of ethanolamine phosphate to the second mannose plays an important role in cell separation via the GPI-based modification of daughter-specific proteins. {ECO:0000269|PubMed:10329735, ECO:0000269|PubMed:14985347, ECO:0000269|PubMed:15452134}.
YJL091C	-0.5	-1	0	593	0.631460085533341	-14170188.0859171	4.73818675863574e-11	1.56026798896986e-07	0.00030367775229203		metabolic		P47026	GWT1	GPI-anchored wall transfer protein 1 (EC 2.3.-.-)	490	55,466	P47026;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:12714589, ECO:0000269|PubMed:14562095}; Multi-pass membrane protein {ECO:0000269|PubMed:12714589, ECO:0000269|PubMed:14562095}.	FUNCTION: Probable acetyltransferase, which acetylates the inositol ring of phosphatidylinositol during biosynthesis of GPI-anchor. Acetylation during GPI-anchor biosynthesis is not essential for the subsequent mannosylation and is usually removed soon after the attachment of GPIs to proteins. {ECO:0000269|PubMed:12714589, ECO:0000269|PubMed:12753194}.
YJL097W	-0.5	-1	0	594	0.63146008553334	-5677587.15307473	1.18256216498077e-10	5.70502896580392e-07	0.000207284164912934		metabolic		P40857	PHS1	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase PHS1 (EC 4.2.1.134) (3-hydroxyacyl-CoA dehydratase PHS1) (HACD) (PTPLA homolog involved in sphingolipid biosynthesis protein 1)	217	24,511	P40857;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:18272525}; Multi-pass membrane protein {ECO:0000255}. Vacuole membrane {ECO:0000269|PubMed:14562095}; Multi-pass membrane protein {ECO:0000255}.	FUNCTION: Catalyzes the third of the four reactions of the long-chain fatty acids elongation cycle. This endoplasmic reticulum-bound enzymatic process, allows the addition of two carbons to the chain of long- and very long-chain fatty acids/VLCFAs per cycle. This enzyme catalyzes the dehydration of the 3-hydroxyacyl-CoA intermediate into trans-2,3-enoyl-CoA, within each cycle of fatty acid elongation. Thereby, it participates in the production of VLCFAs of different chain lengths that are involved in multiple biological processes as precursors of membrane lipids and lipid mediators. {ECO:0000269|PubMed:17719544, ECO:0000269|PubMed:18272525, ECO:0000269|PubMed:23416297}.
YJL121C	-0.5	-1	0	597	0.619268589958522	-8756.25516429342	7.31591082004695e-08	1.90486705401842e-06	0.0384064116422909		metabolic		P46969	RPE1	Ribulose-phosphate 3-epimerase (EC 5.1.3.1) (Pentose-5-phosphate 3-epimerase) (PPE) (RPE)	238	25,967	P46969;	SUBCELLULAR LOCATION: Cytoplasm.	FUNCTION: Catalyzes the reversible epimerization of D-ribulose 5-phosphate to D-xylulose 5-phosphate (By similarity). Involved in the protective response to oxidative stress. {ECO:0000250|UniProtKB:Q96AT9, ECO:0000269|PubMed:8879247}.
YJL133W	-0.5	-1	0	601	0.6375	-134003806.467077	5.14029993619981e-12	1.05294158764837e-07	4.88184719503774e-05	YKR052C	metabolic		P10566	MRS3	Mitochondrial RNA-splicing protein MRS3	314	34,502	P10566;	SUBCELLULAR LOCATION: Mitochondrion inner membrane; Multi-pass membrane protein.	FUNCTION: MRS3 suppresses a mitochondrial splice defect in the first intron of the COB gene. It may act as a carrier, exerting its suppressor activity via modulation of solute concentrations in the mitochondrion (possibly of cations).
YJL166W	-2	-1	0	607	0.595938013942803	-170.078799250503	3.40328951171978e-06	7.78219555234663e-07	4.37317398262186		metabolic	Mitochondrial respiratory chain complex III	P08525	QCR8	Cytochrome b-c1 complex subunit 8, mitochondrial (Complex III subunit 8) (Complex III subunit VII) (Ubiquinol-cytochrome c oxidoreductase subunit 8) (Ubiquinol-cytochrome c reductase complex 11 kDa protein) (Ubiquinone-binding protein QP-C)	94	10,975	P08525;	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:18390544, ECO:0000269|PubMed:30598554}; Single-pass membrane protein {ECO:0000269|PubMed:18390544, ECO:0000269|PubMed:30598554}.	FUNCTION: Component of the ubiquinol-cytochrome c oxidoreductase, a multisubunit transmembrane complex that is part of the mitochondrial electron transport chain which drives oxidative phosphorylation. The respiratory chain contains 3 multisubunit complexes succinate dehydrogenase (complex II, CII), ubiquinol-cytochrome c oxidoreductase (cytochrome b-c1 complex, complex III, CIII) and cytochrome c oxidase (complex IV, CIV), that cooperate to transfer electrons derived from NADH and succinate to molecular oxygen, creating an electrochemical gradient over the inner membrane that drives transmembrane transport and the ATP synthase. The cytochrome b-c1 complex catalyzes electron transfer from ubiquinol to cytochrome c, linking this redox reaction to translocation of protons across the mitochondrial inner membrane, with protons being carried across the membrane as hydrogens on the quinol. In the process called Q cycle, 2 protons are consumed from the matrix, 4 protons are released into the intermembrane space and 2 electrons are passed to cytochrome c. {ECO:0000305|PubMed:11880631}.
YJL167W	-0.5	-1	0	608	0.637500080496732	-166.628119523356	4.13387605603895e-06	3.28326331421266e-06	1.25907539555056		metabolic		P08524	ERG20	Farnesyl pyrophosphate synthase (FPP synthase) (FPS) (EC 2.5.1.10) ((2E,6E)-farnesyl diphosphate synthase) (Dimethylallyltranstransferase) (EC 2.5.1.1) (Farnesyl diphosphate synthase) (Geranyltranstransferase)	352	40,483	P08524;	SUBCELLULAR LOCATION: Cytoplasm.	FUNCTION: Catalyzes the sequential condensation of isopentenyl pyrophosphate with the allylic pyrophosphates, dimethylallyl pyrophosphate, and then with the resultant geranylpyrophosphate to the ultimate product farnesyl pyrophosphate.
YJR013W	-0.5	-1	0	622	0.631460085533341	-14170188.0859171	4.73818675863574e-11	1.05294158764837e-07	0.000449995214760008		metabolic	Glycosylphosphatidylinositol-mannosyltransferase I complex	P47088	GPI14	GPI mannosyltransferase 1 (EC 2.4.1.-) (GPI mannosyltransferase I) (GPI-MT-I) (Glycosylphosphatidylinositol-anchor biosynthesis protein 14)	403	47,166	P47088;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:14562095}; Multi-pass membrane protein {ECO:0000269|PubMed:14562095}.	FUNCTION: Mannosyltransferase involved in glycosylphosphatidylinositol-anchor biosynthesis. Transfers the first alpha-1,4-mannose to GlcN-acyl-PI during GPI precursor assembly. Required for cell wall integrity. {ECO:0000269|PubMed:16134120}.
YJR016C	-0.5	-1	0	623	0.326546010748437	-368.225065085232	5.22910846709907e-07	1.86083495126222e-05	0.0281008719422006		metabolic		P39522	ILV3	Dihydroxy-acid dehydratase, mitochondrial (DAD) (EC 4.2.1.9) (2,3-dihydroxy acid hydrolyase)	585	62,861	P39522;	SUBCELLULAR LOCATION: Mitochondrion.	NaN
YJR019C	-2.5	-1	0	624	0.637541031792714	-27072.5831958273	2.54478829597349e-08	4.6616595744069e-08	0.545897497523136		metabolic		P41903	TES1	Peroxisomal acyl-coenzyme A thioester hydrolase 1 (EC 3.1.2.2) (Peroxisomal long-chain acyl-CoA thioesterase 1)	349	40,260	P41903;	SUBCELLULAR LOCATION: Peroxisome {ECO:0000269|PubMed:10092594}.	FUNCTION: Acyl-coenzyme A (acyl-CoA) thioesterases are a group of enzymes that catalyze the hydrolysis of acyl-CoAs to the free fatty acid and coenzyme A (CoASH), providing the potential to regulate intracellular levels of acyl-CoAs, free fatty acids and CoASH. Contributes to growth on fatty acids. {ECO:0000269|PubMed:10092594}.
YJR025C	-4.5	-1	0	626	0.6375	-99823.1052508948	6.90040403072987e-09	1.33053527893749e-06	0.00518618644688642		metabolic		P47096	BNA1	3-hydroxyanthranilate 3,4-dioxygenase (EC 1.13.11.6) (3-hydroxyanthranilate oxygenase) (3-HAO) (3-hydroxyanthranilic acid dioxygenase) (HAD) (Biosynthesis of nicotinic acid protein 1)	177	20,235	P47096;	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03019, ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.	FUNCTION: Catalyzes the oxidative ring opening of 3-hydroxyanthranilate to 2-amino-3-carboxymuconate semialdehyde, which spontaneously cyclizes to quinolinate.
YJR048W	-2	-1	0	628	0.595938013942803	-116.378537030314	4.97366102397692e-06	1.234813316424e-06	4.02786474507787	YEL039C	metabolic		P00044	CYC1	Cytochrome c isoform 1 (Iso-1-cytochrome c) (Cytochrome c aerobic isoform)	109	12,182	P00044;	SUBCELLULAR LOCATION: Mitochondrion intermembrane space {ECO:0000269|PubMed:22984289, ECO:0000269|PubMed:9866716}.	FUNCTION: Electron carrier protein. The oxidized form of the cytochrome c heme group can accept an electron from the heme group of the cytochrome c1 subunit of ubiquinol-cytochrome c oxidoreductase. Cytochrome c then transfers this electron to the dinuclear copper A center (CU(A)) of the COX2 subunit of cytochrome oxidase, the final protein carrier in the mitochondrial electron-transport chain. Isoform 1 (CYC1) is the predominant cytochrome c during aerobic/normoxic growth. {ECO:0000269|PubMed:7814361, ECO:0000269|PubMed:7851399, ECO:0000269|PubMed:9169434}.
YJR069C	-0.5	-1	0	632	0.6375	-178282.759301265	3.86363639722038e-09	9.95508410140282e-07	0.00388106856543375		metabolic		P47119	HAM1	Inosine triphosphate pyrophosphatase (ITPase) (Inosine triphosphatase) (EC 3.6.1.9) (Hydroxylaminopurine sensitivity protein 1) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase)	197	22,093	P47119;	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03148, ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000255|HAMAP-Rule:MF_03148, ECO:0000269|PubMed:14562095}.	FUNCTION: Pyrophosphatase that hydrolyzes the non-canonical purine nucleotides inosine triphosphate (ITP), deoxyinosine triphosphate (dITP) as well as 2'-deoxy-N-6-hydroxylaminopurine triposphate (dHAPTP) and 5-bromodeoxyuridine 5'-triphosphate (BrdUTP) to their respective monophosphate derivatives. Xanthosine 5'-triphosphate (XTP) is also a potential substrate. The enzyme does not distinguish between the deoxy- and ribose forms. Probably excludes non-canonical purines from RNA and DNA precursor pools, thus preventing their incorporation into RNA and DNA and avoiding chromosomal lesions. {ECO:0000255|HAMAP-Rule:MF_03148, ECO:0000269|PubMed:17090528, ECO:0000269|PubMed:17899088, ECO:0000269|PubMed:9918490}.
YJR073C	-0.5	-1	0	633	0.637499849693249	-5.72652869432114	0.000120285665966772	7.73433457108988e-07	155.521673986521		metabolic		P05375	OPI3	Phosphatidyl-N-methylethanolamine N-methyltransferase (EC 2.1.1.17) (EC 2.1.1.71) (Overproducer of inositol protein 3) (Phospholipid methyltransferase) (PLMT)	206	23,150	P05375;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000255|HAMAP-Rule:MF_03216, ECO:0000269|PubMed:14562095}; Multi-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_03216}. Mitochondrion membrane {ECO:0000255|HAMAP-Rule:MF_03216, ECO:0000269|PubMed:14576278}; Multi-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_03216}.	FUNCTION: Catalyzes the second two steps of the methylation pathway of phosphatidylcholine biosynthesis, the SAM-dependent methylation of phosphatidylmonomethylethanolamine (PMME) to phosphatidyldimethylethanolamine (PDME) and of PDME to phosphatidylcholine (PC). Can also catalyze the first methylation reaction of PE to PMME in the absence of PE methyltransferase CHO2. {ECO:0000255|HAMAP-Rule:MF_03216, ECO:0000269|PubMed:2198947, ECO:0000269|PubMed:22001639, ECO:0000269|PubMed:2445736, ECO:0000269|PubMed:2670666, ECO:0000269|PubMed:2684666, ECO:0000269|PubMed:6337128, ECO:0000269|PubMed:6759124, ECO:0000269|PubMed:7047296}.
YJR078W	-4.5	-1	0	635	0.6375	-411734.055850275	1.67297251234358e-09	1.01465280264298e-07	0.0164881278402405		metabolic		P47125	BNA2	Indoleamine 2,3-dioxygenase (IDO) (EC 1.13.11.52) (Biosynthesis of nicotinic acid protein 2)	453	50,775	P47125;	NaN	FUNCTION: Catalyzes the first step in tryptophan catabolism in order to supply de novo nicotinamide adenine dinucleotide (NAD(+)) via the kynurenine pathway. Plays a role in the cellular response to telomere uncapping. {ECO:0000269|PubMed:12062417, ECO:0000269|PubMed:12972620, ECO:0000269|PubMed:18828915, ECO:0000269|PubMed:21170645}.
YJR105W	-0.5	-1	0	639	0.637499911525777	-4261.04590104898	1.61655029009497e-07	6.53781003967127e-06	0.0247261740595976		metabolic		P47143	ADO1	Adenosine kinase (EC 2.7.1.20)	340	36,372	P47143;	NaN	FUNCTION: ATP dependent phosphorylation of adenosine and other related nucleoside analogs to monophosphate derivatives. ADO1 does not play a major role in adenine utilization in yeast. Its physiological role could primarily be to recycle adenosine produced by the methyl cycle.
YJR121W	-3	-1	0	642	0.000321683551425695	-4008.0369671577	2.83333332483333e-11	1.48847651708475e-05	1.90351227736031e-06		metabolic	Mitochondrial proton-transporting ATP synthase complex	P00830	ATP2	ATP synthase subunit beta, mitochondrial (EC 7.1.2.2)	511	54,794	P00830;	SUBCELLULAR LOCATION: Mitochondrion. Mitochondrion inner membrane. Note=Peripheral membrane protein.	FUNCTION: Mitochondrial membrane ATP synthase (F(1)F(0) ATP synthase or Complex V) produces ATP from ADP in the presence of a proton gradient across the membrane which is generated by electron transport complexes of the respiratory chain. F-type ATPases consist of two structural domains, F(1) - containing the extramembraneous catalytic core, and F(0) - containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation. Subunits alpha and beta form the catalytic core in F(1). Rotation of the central stalk against the surrounding alpha(3)beta(3) subunits leads to hydrolysis of ATP in three separate catalytic sites on the beta subunits.
YJR131W	4	1	0	644	5.20842157298554	131.784207415427	3.68571102681103e-06	6.48037686216318e-07	5.68749488680312		Secretory		P32906	MNS1	Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase (EC 3.2.1.113) (ER alpha-1,2-mannosidase) (Man(9)-alpha-mannosidase)	549	63,057	P32906;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Single-pass type II membrane protein.	FUNCTION: Involved in glycoprotein quality control as it is important for the targeting of misfolded glycoproteins for degradation. It primarily trims a single alpha-1,2-linked mannose residue from Man(9)GlcNAc(2) to produce Man(8)GlcNAc(2), but at high enzyme concentrations it further trims the carbohydrates to Man(5)GlcNAc(2). {ECO:0000269|PubMed:12090241}.
YJR143C	-0.5	-1	0	648	0.637495178380879	-91.5736424369256	7.52187633430361e-06	3.47470723923964e-07	21.6475110459942		Secretory		P46971	PMT4	Dolichyl-phosphate-mannose--protein mannosyltransferase 4 (EC 2.4.1.109)	762	87,966	P46971;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:P33775}; Multi-pass membrane protein {ECO:0000255}.	FUNCTION: Protein O-mannosyltransferase involved in O-glycosylation which is essential for cell wall rigidity. Forms a homodimeric complex to transfer mannose from Dol-P-mannose to Ser or Thr residues on proteins. Specifically acts on secretory proteins with an ER-luminally oriented Ser/Thr-rich region flanked by a membrane anchor such as FUS1, AXL2, GAS1, KEX2, MID2, WSC1, WSC2, OPY2, PRM5, RAX2, or YNL176. {ECO:0000269|PubMed:10366591, ECO:0000269|PubMed:14673142, ECO:0000269|PubMed:17470820, ECO:0000269|PubMed:9184828}.
YJR148W	-0.5	-1	0	649	0.451745310869567	-2668.42977891734	1.23418740812785e-07	3.43641845423424e-06	0.0359149336602801	YHR208W	metabolic		P47176	BAT2	Branched-chain-amino-acid aminotransferase, cytosolic (BCAT) (EC 2.6.1.42) (Protein TWT2)	376	41,625	P47176;	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:21267457}.	FUNCTION: Catalyzes the first reaction in the catabolism of the essential branched chain amino acids leucine, isoleucine, and valine. Catalyzes the formation of methionine from 2-keto-4-methylthiobutyrate (KMTB) in the methionine salvage pathway primarily using branched chain amino acids (leucine, isoleucine, and valine) as well as lysine and proline as the amino donors. Involved in cell cycle regulation. {ECO:0000269|PubMed:18625006, ECO:0000269|PubMed:21267457}.
YKL016C	-3	-1	0	660	0.000321683551425695	-12024.1109014731	9.44444441611111e-12	1.60812897022661e-06	5.87293966526842e-06		metabolic	Mitochondrial proton-transporting ATP synthase complex	P30902	ATP7	ATP synthase subunit d, mitochondrial	174	19,810	P30902;	SUBCELLULAR LOCATION: Mitochondrion. Mitochondrion inner membrane.	FUNCTION: Mitochondrial membrane ATP synthase (F(1)F(0) ATP synthase or Complex V) produces ATP from ADP in the presence of a proton gradient across the membrane which is generated by electron transport complexes of the respiratory chain. F-type ATPases consist of two structural domains, F(1) - containing the extramembraneous catalytic core, and F(0) - containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation. Part of the complex F(0) domain and the peripheric stalk, which acts as a stator to hold the catalytic alpha(3)beta(3) subcomplex and subunit a/ATP6 static relative to the rotary elements.
